sentiment_category,gmap_id,user_name,text,spam_label,business_name,user_id,time,rating,vader_score,vader_category
positive,0x80dcb13261f77f93:0x9313d8e529d2eab4,Sameer Ashour,unknown,0,Kmart,112976336930536894261,1502388199598.0,5.0,0.0,neutral
positive,0x80db1bc7986da3a1:0xac05a6042dab6adc,Emily Betts Susanin,"Really great spot, delish coffee and friendly people. Highly recommend.",0,Ernest Coffee,106198157308942185742,1485664515742.0,5.0,0.8856,positive
positive,0x808f7c5c9d5bea1f:0xe26a7231ba95bfaa,Luis Calderón,unknown,0,T.J. Maxx,117210515805214599721,1609107277431.0,5.0,0.0,neutral
positive,0x8096b9fdfa6ab141:0x2dc83c84c5f607d,Adam McGuire,"This may well be the best budget hotel in the vicinity of Yosemite, or for that matter, one of the best values I've received for a room price anywhere.

I went up to Yosemite on a college budget and needed a place within an easy drive of Yosemite, and the Miner's Inn fit the bill perfectly. The reviews were good but the room was even better. The fridge and microwave were invaluable, since I was trying to avoid eating in the in-park restaurants, and stopping by the grocery store nearby made for easy meals. The free breakfast was GREAT and much appreciated. The room was clean and generously sized for a hotel of this price level. The furnishings were maybe a little outdated but who’s complaining?

The location was also great, an easy hour from the central parking lot of the Yosemite Village/Ahwahnee area in the national park. The hotel is right on the major road that takes you into the park, and also conveniently across the street from a gas station (you burn a lot of gas in Yosemite).

The staff was knowledgeable about the park and the Mariposa area. I also have to thank them for helping me jump-start my car when my battery died one morning.

The one negative was the very spotty wifi, but that seemed to be a problem everywhere in the area. And who really goes to Yosemite to use the internet anyway?

I would definitely stay at the Miner’s Inn again and would recommend it to anyone.",0,Yosemite Miners Inn Motel,104137304707047247382,1447771502876.0,5.0,0.9939,positive
positive,0x80c29baaf027349d:0x9c525ae10da0566f,Артём Погасий,unknown,0,Northridge Car Wash,111848704057351718219,1553201789074.0,5.0,0.0,neutral
positive,0x80c2ba9eb7d7339f:0xd1dee27e6dcfca6c,Rena Minnis,"AMLI is the absolute best new location in Marina Del Rey. The high ceiling views and high-end amenities are a dream. I've only been here for two weeks, and I'm having too much fun. There is always something exciting to do.  Each building has an exterior lounge area with a view of the marina, and this is perfect for relaxing and entertaining. There are also resident events like Karaoke, Wine nights, and Doggie Days during the month. My favorite thing to do is to go to the gym. The gym is on three levels; the first level is the weight floor, the second floor is cardio equipment, and the third level host weekly fitness classes like HITT, yoga, body conditioning, boot camp, and spin.

I have no regrets with signing a lease at AMLI except I wish I scheduled a tour sooner than later in my search for a new place. Moving is stressful. The staff here is the best, and they make sure you have the best experience. I toured the property with leasing office representative, Rhoshana. I'm grateful I met her because she is actively engaged in the AMLI activities. It's nice to see a familiar face when you are new. She is always at the resident events and in the gym.

I'm happy to call AMLI Marina Del Rey, my home! I would recommend this property to my friends, family, or anyone else who is considering relocation.",0,AMLI Marina Del Rey,112074634827902014384,1561587804829.0,5.0,0.9952,positive
negative,0x80dca8a9bfdd7e55:0x183793ff83adee3d,Ruby Ramirez,"Go somewhere else. Like they told me ""they are not the only clinic in the area""",0,Moreno Valley Animal Hospital,101633226378288531433,1612235020693.0,1.0,0.3612,positive
positive,0x80c25afa9ed24215:0x7694c6521bdf6107,Laura Laird,Always a pleasure to have a meal or cup of cup with conversation in a peaceful atmosphere. Love this place!,0,Panera Bread,100744558255939737872,1560277674037.0,5.0,0.908,positive
positive,0x80c2c7b0de71d5ff:0x8b030370619489be,June Lawrence,unknown,0,Five Guys,110075077336374446747,1551619121518.0,4.0,0.0,neutral
positive,0x80c32844d086c367:0x755d9859eab257a,Ashley Lujan,I love the pizzas and salads here. The ability to create your own on everything is great. The prices are perfect and the decor and ambiance are welcoming.,0,The Artist Pizzeria,109872250436292027207,1489618827032.0,5.0,0.9601,positive
positive,0x809ad6073d0f2203:0xa8898d7c1e7e6600,geronimo balderas,unknown,0,Round Table Pizza,111327053237540226117,1523252074274.0,5.0,0.0,neutral
positive,0x80c2bf371cce5e8b:0x2112846eb402c8b4,Saeed Jaffer,Solid food and wine options. Yay Peruvian!,0,Los Balcones,115908018976337295421,1579498336999.0,4.0,0.6476,positive
positive,0x80dcdbe3e7111259:0xef2cd1f6429b1c82,Priyam Banerjee,Love the crispy fish tacos...,0,Hole Mole,117145850966395935455,1547354624978.0,5.0,0.6369,positive
positive,0x808566b801fc2847:0x6f0a8cdb2f909072,Jeanette Nicklaus,Grandson was pleased,0,PacSun,111313508941824877562,1531535440570.0,5.0,0.4404,positive
positive,0x80c47c9d9f6326f1:0x9154b1da8339f27c,brandi toliver,unknown,0,Isa Companion Animal Clinic,103903789631920368673,1523291823962.0,5.0,0.0,neutral
positive,0x809cb6e819c83807:0x6e703503289b27c3,Michael Cabral,Great buffet  loose slots,0,Gold Country Casino Resort,101864060622833724816,1564079413106.0,4.0,0.4215,positive
positive,0x80dc721053758335:0x24266fb3786f1816,Joseph Bakalchuck,unknown,0,Succulent Cafe,117160926578347804315,1480279758733.0,5.0,0.0,neutral
positive,0x808447fef14d306f:0xac391ce416b07d7e,Phillip Lavios,Real Puerto Rican like Abuela used to make!,0,El Coqui Puerto Rican Cuisine,115205336616255219771,1561938813732.0,5.0,0.4199,positive
positive,0x54d40f86b6e0b6f7:0xd3fed66829b594bf,ChristianPerry69,unknown,0,Bear River Family Entertainment Center,107640865238155208592,1581222996787.0,4.0,0.0,neutral
positive,0x808f7ff948e522ed:0xd48bcf2499b9e645,David Bell,"Daniela is the best stylist and haircutter i have ever experienced.   As a client for decades,  i find her very creative, responsive, and a total pro in dealing with my hair..   She is great at styling hair and she is a consummate hair color expert.   She is welcoming and cordial,  in a delightful salon she has furnished and styled on her own.  i couldn't imagine going to anyone else for hair care.",0,Salon Bello,101547477366294659619,1582321073339.0,5.0,0.9755,positive
positive,0x80deaa3a009b1b03:0x5e267e8b5f344023,Geoffrey Sheldon,ALWAYS excellent food and service!!!,0,Old Townhouse Restaurant,100689741153335699092,1534179429970.0,5.0,0.6784,positive
positive,0x80c334c50bb741b7:0x67d017e386c3e1c1,Charis Bliss,"Good food, could use a bit of an update inside",0,Brandon's Diner,107031101641689361378,1573678406023.0,4.0,0.4404,positive
positive,0x80dd29f315d1ce49:0x5510b8128bc4c1e1,Jaelyn Christian,unknown,0,Raising Cane's Chicken Fingers,107888316118762245556,1574835851453.0,5.0,0.0,neutral
positive,0x80c2c9437b20f9bd:0x58cf83a08349f52a,Miguel S.,unknown,0,LOS ANDES PERUVIAN RESTAURANT,102996072755173945410,1499122052949.0,5.0,0.0,neutral
positive,0x80c2d6569b23beb5:0x4e93420c22618115,David Snook,unknown,0,Jack in the Box,115840361846361803374,1514051545548.0,5.0,0.0,neutral
positive,0x80dc741d739c5b13:0x1e1de0db781da6f3,D B,unknown,0,Jack in the Box,111259369481710445982,1575235514798.0,5.0,0.0,neutral
positive,0x80c2b99a5b07f1b3:0xbc06fda7bd649ee7,Casuada Wiley,"Royal Greens, is my favorite Dispensary, they offer excellent customer service. And also have reasonable prices. Thank You Royal Greens🤗",0,Royal Greens - Weed Dispensary,101515344261308369953,1565992694822.0,5.0,0.8481,positive
neutral,0x80dd35221c19093f:0x7c0f9b2923e43c51,Mixed Degr33s,unknown,0,Bonita Massage Spa,110682900681091123556,1582164174943.0,3.0,0.0,neutral
negative,0x808566cfa1237dcb:0x6890a1582cd39e38,Trystyian Jacobs,Left after over 20 minutes of being ignored.  What a waste of time.,0,Denny's,106384162050865228076,1532775710342.0,1.0,-0.6249,negative
neutral,0x809ad645fbc51185:0x3c33c11522408957,Diana Pulido,It's ok,0,Wayside Noodles,116724654627027933847,1565630355978.0,3.0,0.296,positive
positive,0x80dcaccb61f1447d:0xa830819fefb3b6f7,Lalala Mama,unknown,0,IWC Motorsports Tire Pros & Automotive,100910351615578942832,1606332012076.0,5.0,0.0,neutral
positive,0x80945f1ffb5ff9fd:0x6cca05d5c17f273c,Tea Pea,"***UPDATE***
Not only did they improve they customer service their buffet has a great variety of pizzaz

I came here for the lunch buffet and they forgot about the wings i ordered for the table. When i asked for them they claimed they forgot and did not offer anything to compensate for my time. A different time i ordered on line and their coupons would not work.  When I asked why they claimed it was only corporate stores. pizza is 5 stars service is 2 stars.",0,Mountain Mike's Pizza,110799454003352053807,1573853131318.0,5.0,0.7906,positive
positive,0x80c2b468893c5bf5:0xe4801a8844ea067f,Sue Lunsford,"I've loved this park since I was a little girl and now my kids love it. Nice quiet park with big shady trees and winding pathways. It's a bonus to have the tennis courts, the playgrounds and the open field. 💖",0,Anderson Park,116670691387693672471,1578542710369.0,5.0,0.9371,positive
positive,0x808e402673514d0d:0x894134895d42aa7e,Monte Albalos,A local favorite to get all natural Goods,0,Trader Joe's,110434025744688490560,1605824568030.0,5.0,0.6705,positive
positive,0x80945c140d82351d:0x22b90beaabb7b501,S Yang,Great place to shop like other Costco's. Parking is always crowded during the weekends.,0,Costco Wholesale,110018394804803883571,1554215174522.0,4.0,0.765,positive
positive,0x809217daaa15656f:0xd3910ed4fc04ef10,D. Meisner,"This park is really nice. They did not charge us for a 50 amp site + they have a lot of full hook up sites. There's only one bad thing, I notified them of a leakage in one of the women's bathroom and 6 days later the leak was still there. You would think that since there is a shortage of water in California that they would go fix it right away, but that is not the case. Hopefully they will fix it soon so they stop wasting water. All and all, we will definitely consider this park again in our future travels.",0,San Benito RV & Camping Resort,100024709463917347252,1418923283950.0,4.0,-0.8361,negative
positive,0x80dbf8eec77fcfcf:0xba0ce6e06c77af5d,Sophia,unknown,0,Starbucks,100257126227556633235,1526738844514.0,5.0,0.0,neutral
positive,0x80dafd3ca1438411:0x198103d43ac003bb,Hello Ok,unknown,0,Kohl's,111633455198163225028,1572829206629.0,5.0,0.0,neutral
positive,0x809143b30a6d6eeb:0x5de3bbfb22d9a1d6,Edgar Gonzalez,unknown,0,El Pollo Loco,110814127084218568625,1485305951793.0,4.0,0.0,neutral
neutral,0x80dd4aa4b45458c7:0x1ace788cef605fc8,Deanos loud,unknown,0,85°C Bakery Cafe - Torrance,110801832500926852912,1604857724385.0,3.0,0.0,neutral
positive,0x808f7e1e23e41645:0xb675b17fd107242f,Garrick Wilhelm,unknown,0,Safeway,105698011657286419498,1621555446032.0,5.0,0.0,neutral
positive,0x80eab804e506235f:0x5ff15414c6fcbcf5,Chris Cornell,"Not to bad. The food is good enough. Kind of an ""ok"" place",0,Wendy's,109759416591717640659,1487623493777.0,4.0,0.6956,positive
positive,0x808164fa3675f11b:0x2e5b27dcc7332b3,Gloria Connolly,unknown,0,"Rainbow Ag, America's Country Store - Ukiah",104707801034210821744,1539706263353.0,4.0,0.0,neutral
positive,0x80dd36af516c03a7:0xc8d82bde9195b67a,Mireya Anguiano,unknown,0,Jackson Park,108150095363853462649,1538555454243.0,5.0,0.0,neutral
positive,0x80841f59e6f5c409:0x6d22b8af57837515,Roberta Delloyd,This home is magical well stocked and clean. We enjoyed our stay and will be back this was our second visit,0,Russian River Getaways,102810585175141503966,1567947308922.0,5.0,0.7964,positive
positive,0x8091077393b8265b:0xe5900130ce3d48c3,Rick Bowman,unknown,0,Hometown AYCE Marketplace,106386040975450883764,1521943415204.0,4.0,0.0,neutral
positive,0x809adbb944a6056b:0xd1cbe179b2a08b29,Marcella Gonzalez,unknown,0,The Old Spaghetti Factory,110328063295888216102,1551822073819.0,5.0,0.0,neutral
positive,0x80c2cc50f6d4bef9:0xc3699c4fccadf21d,Jus Tin,unknown,0,Tacos El Negro Southgate,109162627632827689502,1496186710816.0,4.0,0.0,neutral
positive,0x808e1516ae6982e7:0x14d0c89b2d2ce9f,Joseph Csoti,unknown,0,KAITO,116096099655075832222,1520912176112.0,5.0,0.0,neutral
positive,0x80c2c0e377e6ff5d:0xa404bade9f674860,thomas kim,Great supply store,0,JOANN Fabrics and Crafts,116236619199557609873,1565683113233.0,5.0,0.6249,positive
positive,0x80951dfc36b529a9:0x720ff527035660e8,Shortiiee Knows best,unknown,0,Dollar Tree,110287552574112259705,1578176398450.0,5.0,0.0,neutral
positive,0x809cb44b795bfc6d:0x23568e9e0a460eed,jim pawledge,unknown,0,Vallarta Grill Restaurant,109816730900849837241,1537837913127.0,5.0,0.0,neutral
positive,0x80952b6ebb2d970d:0xb84f8f64be5c6503,rolando Navarro,unknown,0,AAA Radiators & Mufflers,112225573338569334369,1623517443299.0,5.0,0.0,neutral
negative,0x808fcd132c0ee90f:0x3f843f2c2d01b3,Lisa Tuthill,"The staff and Dr. Chaudhary were amazing and we are grateful to them. However the male vet I assume the owner was absolutely awful and completely disrespectful. We had brought our older dog in and saw Dr. Chaudhary who made us feel comfortable and helped us look at options for our dog as we knew it was coming to an end. Once we knew she couldn’t walk anymore and was in so much pain we decided to put her down, not something we came to lightly as are pets our are family. We made the appointment and to our surprise we had the male vet (again I believe is the owner). He didn’t introduce himself and very business like told us the procedure. We had our son with us as we had discussed this in length with him the process and he was there just over a year ago when our other dog had a tumor coming out of his body and we had to put him down. That process went as well as can be expected when you lose a family member. Once the vet came back in he said nothing and jammed the sedative into our dog. She yelped, our son rightfully so screamed and hid. My husband and I were in shock no compassion as well. This traumatized all of us. As our son was hiding the vet proceeded to tell us our “son was too young to see this and he needed to leave”. We did not let our son leave we calmed him down and went through this loss as a family. This was a hard experience to begin with and we did not need to be traumatized by this. The doctor came back shortly with the papers to show us the difference between prices and than came back and gave her the last IV to put her down. Not once did he introduce himself, or tell us he was sorry for our loss. This was such a horrible experience I would never go back unless I knew he was not there and if he’s the owner I would never go back at all. He had no compassion for us as a family or even to our dog. Not only do we have to grieve as a family but we also have to move through this unnecessary traumatic event! I will be sharing this experience with the community!",0,Alum Rock Animal Hospital,112147514798695848375,1541276134783.0,2.0,-0.8715,negative
positive,0x80dc752555d1b9b9:0x49139b756535fc37,Mario Moreno,"even though my dog doesn't like visits to the Vet because he's afraid of needles, Pearson animal hospital is a fast and friendly place. the staff greets you soon ass you walk through the doors and do their very best to help you asap.",0,Pearson Animal Hospital,115701836713422497084,1528724697074.0,5.0,0.7682,positive
positive,0x80dc0752949950a3:0x3235721e735b8fc2,Ryan Barry,"Everytime I've been here the energy is up at this place.  From what I have seen, they have a ""put the customer first"" mentality.  What makes them stand out for me is that I trust they have my best interest in mind.  In my experience they have never tried to sell me on anything extra...they actually laugh at the businesses who try to prey on their customers.  There is a reason these guys are always so busy..",0,F & M AUTO REPAIR & DIESEL SPECIALIST,109504014936203614289,1482532914439.0,5.0,0.9451,positive
negative,0x808f7e43a670b66b:0x5e00f5914cb5e5aa,Rosaura Aguilar,unknown,0,Burger King,102923832595864385303,1570493006886.0,1.0,0.0,neutral
positive,0x809b7021a71aaabd:0x68f9e74cc958bc3d,Duane Stevens,Big and small dig sides. Multiple gates. Water available.,0,Condon Park,115956097025950598829,1496857760749.0,4.0,0.0,neutral
negative,0x80c29bd262a67e2f:0x9c32c2d93ece9407,Maria Collantes,"Service and staff were amazing BUT we felt so uncomfortable the whole since the owner was just there standing and watching over everyone at the restaurant. It was like he was watching over every single bite we took, just staring and observing...like can we please eat at peace? We also asked him for garlic and he gave us like 1 clove of garlic cut into 3 pieces. It’s insane! Like are we supposed to split this, each person gets a tiny piece of the garlic? Thank god  the staff noticed, took the small plate and gave us a good amount. Amazing place, food, and staff service. I just hope the owner can maybe stay behind the counter and let his customers eat peacefully.",0,왕돼지,106067132158902418955,1613112467594.0,2.0,0.9874,positive
positive,0x80dcd5fe64eda5d3:0x332542799d4f9a1a,Bart Davis,Or is a very clean and prompt service oriented theater. The employees are very courteous and if you have any problems they resolve it immediately. Very good for family and kids. And for dates and couples.,0,AMC DINE-IN Fullerton 20,113162066403618758216,1542673075960.0,5.0,0.8651,positive
negative,0x80c2c960c7badf25:0xfbdaef3caf2dbad7,Regina Smith,Went here twice the chicken was dry a waste of my money will never go here again,0,Wingstop,113859812421771447671,1596653394850.0,1.0,-0.4215,negative
positive,0x80945d58508d5e25:0xf506461493506a6,madisdad97,unknown,0,A & M Flooring Design Center,107456721186957189489,1599450109588.0,5.0,0.0,neutral
positive,0x808f796196dae013:0xa3dba0773a30efb8,Derrick Lee,unknown,0,Trader Joe's,103890750921333673377,1507705416607.0,4.0,0.0,neutral
positive,0x80c25adccf32eb17:0x1cbf5cfcefb172b0,Mayra Martínez,unknown,0,Patty's Cafe,108442778499525438094,1515128199184.0,4.0,0.0,neutral
positive,0x80858095a4461123:0x7fa5b7fda9005c9,Claire Miller,"Martin, Nick and Gabe helped us get a great couch and chairs today! They were very friendly and made the process easy!",0,CORT Furniture Outlet,110213072827238501094,1567286530949.0,5.0,0.9017,positive
positive,0x80dcac928148f2df:0xd5a0b34fa1d8ef4b,Ashley Gingland,Victoria has been such a great help to me during my legal process! I appreciate all the work this firm has done for me.,0,The Attorney Group,101274229460766318276,1617670365374.0,5.0,0.8832,positive
positive,0x80dcdc79e5cb8015:0x69b78ecacf0c1059,Yvette Camarillo,unknown,0,Best Buy,108057651457251327683,1616979825233.0,5.0,0.0,neutral
positive,0x808fe94b6438cc97:0xc402ebfe35d4a8f7,Maisy,unknown,0,"Regal Hacienda Crossings ScreenX, IMAX & RPX",103134381364958855174,1480005618704.0,4.0,0.0,neutral
negative,0x808fec68b60cbf25:0x9c27972ae2db68d9,Alan Bro,Bad service. Bad reception. Bad waiting time. Sushi is OK. I will never go there again. Bad experience in the 3 times I was there. Too noisy too,0,Amakara,111150627182338339586,1539298240025.0,1.0,-0.9147,negative
positive,0x80dd33efa34444ef:0x28e0aad78d1e7bad,Theresa Smith,A community staple with hard working employees.,0,Albertsons,108176185718781331132,1513885234476.0,4.0,-0.1027,negative
positive,0x8085807c7834495d:0x5a0dc1a186113149,Kristen Cornelsen,unknown,0,DragonEats,111031203822352445776,1533174156091.0,5.0,0.0,neutral
positive,0x80c2bf4829a58275:0x78196451f9023ff7,Josh Hunter,Everything just way perfect in this restaurant. The pizza and pasta dishes were out of this world as well. The crews were so accommodating and friendly as well. This place is really great for a fancy date. I will surely visit this place again.,0,Stella Barra Pizzeria & Wine Bar,107500035553742693189,1606235351811.0,5.0,0.9562,positive
positive,0x80bf9725dbe8c395:0xc2b1f4bf01b644d8,Tami Tumblison,unknown,0,Manzanar National Historic Site Visitor Center,104539704142229291878,1567467509539.0,5.0,0.0,neutral
positive,0x8084383e33bbd09d:0xf3a882cc66b8483f,dora farrington,Safeway.,0,Safeway,112068082725904249658,1536971321320.0,5.0,0.0,neutral
negative,0x80ea43a65dd1ee57:0xca3c5f2fe10fbdd7,Jared Emmett,unknown,0,LensCrafters,111827524799076498766,1546028840436.0,1.0,0.0,neutral
negative,0x80dcb536326a9bad:0xf525cc529e35a3b9,Jawara Beard,I came in for a interview and it’s was a lady saying that she don’t think black people get fair shot working here so I ignored it and did my interview with the forklift and I also was discriminated against do to my skin color and the supervisor didn’t hire any one of the African Americans that day for a forklift driver instead the offered all of us a position in processing for a much lower pay and gave all the Mexican Americans the forklift jobs for higher wages.For all the African Americans stay away unless u want go to processing and get slaved for a very low wage,0,Del Real Foods,107217636756069685095,1559075495415.0,1.0,-0.658,negative
positive,0x80d94c2a61221da3:0x2d0165f86de48920,Rebecca Smith,unknown,0,Genesis Square Shopping Center,117503951629924640397,1536873089346.0,4.0,0.0,neutral
positive,0x80946726d0ce0b5f:0xf529c9c0fe1d2322,Paul Orosco,unknown,0,McDonald's,114635416114121347214,1535870998922.0,5.0,0.0,neutral
positive,0x80c332a5c953db5b:0xabb9e414cfe9f6bc,Maurice Lee,Great food for those willing to step out of their comfort zone,0,Bruxie,115810809667296610543,1472763706011.0,5.0,0.765,positive
positive,0x809a50b98e838e21:0x6d891c353d4d88ba,Treffry Raxter,"Friendly staff, clean, and organized environment",0,Mosquito Creek Outfitters,115122433185246072575,1512000410634.0,5.0,0.7096,positive
positive,0x80dcd78f2b8b874f:0x94e62f3a60f0c955,정의태,unknown,0,Best Buy,108627186626103149875,1580679012098.0,5.0,0.0,neutral
positive,0x80c2c36f7a3bcec5:0xdb9f6a59fd27eb60,Linda Palson,Great place for the family,0,Pasadena Ice Skating Center,108112682822703210119,1485042959434.0,4.0,0.6249,positive
negative,0x80c2cda62f7b8167:0x28f73d36e945a10f,D. M.,"Long wait time, on a Sunday afternoon and I've been waiting for an hour. Only thing I was given was bread and a drink. But aside from that, having to bear the long wait. Will not conduct business, time is valuable and to wait for more than an hour is not worth it",0,Parrilla's Cholito,114224316866497183387,1563145321306.0,1.0,0.4855,positive
positive,0x80d94c2288e8ecdd:0x8fcdefff3ceeab83,Dennis Mitchell,Found everything I wanted.,0,Big 5 Sporting Goods,110317751063443724824,1608348745068.0,4.0,0.0,neutral
positive,0x80c2d07d72328fe1:0x305b5f0914f3f9a0,Lee Hong Chin,unknown,0,Enterprise Rent-A-Car,116842896537156907210,1531847941400.0,5.0,0.0,neutral
positive,0x8084acac962e4d55:0x70b1171b15cf60c9,Ursula Towne,Great place to get your cell phone repaired! Fast and friendly service! Would definitely return !,0,Sell Phones,116676945440369854921,1535325548186.0,5.0,0.8974,positive
positive,0x808e33593f74b773:0xbeeb9d52ab960746,Carrie Morrison,unknown,0,Vin Santo Ristorante,102574261526796723363,1546544328729.0,5.0,0.0,neutral
positive,0x808f902abf410d81:0xfbbda02d1df1528a,Saúl Urrutia,unknown,0,AutoZone Auto Parts,111384390797566693123,1501896798755.0,5.0,0.0,neutral
positive,0x808580e9b3089847:0x3a964d5d97defd44,D W I G H T,Go-to breakfast burrito spot for our whole company. Sometimes we go back for happy hour too.,0,Uno Dos Tacos,112184346820456462477,1485879720939.0,5.0,0.5719,positive
positive,0x80c32df93ed27039:0xd4d0de6854d7d731,Aaron Martinez,unknown,0,Church's Chicken,116845540099397247097,1615782001202.0,4.0,0.0,neutral
negative,0x80c4ac33a437a2bd:0xc74df5d9b3e6c456,Mochi Mochi,"Just called about the RIM youth program and a Kim answered she was very short, not helpful, no phone etiquette, got nothing by calling.. They need to hire someone who can really help not take up office space. So annoyed and I live locally.. Hope she don't treat the tourists this way.. They have a job because of them.",0,Snow Valley Mountain Resort,108745793418212727114,1605649700322.0,1.0,0.0089,neutral
positive,0x808580867b8b19f5:0x608db68bad73797d,Audrey Fisher,unknown,0,CityHealth Urgent Care - San Francisco,111556697489356165678,1608671055040.0,5.0,0.0,neutral
positive,0x80ea420a3fadb20b:0x9ef652d5217610b1,pdf,"The stay was good,  as expected.  The hotel was clean, the staff professional,and the Bistro convenient.  I always feel comfortable when staying at the Courtyard.",0,Courtyard by Marriott Bakersfield,unknown,1477526400000.0,-999.0,0.836,positive
positive,0x808580c6323e9ea9:0x8052fc90ad2586e5,Lena Cardell,"I follow stylist Anthony wherever he goes, since he consistently gives me the best haircuts I've had in my life, regardless of what style I ask him to try. My hair's fine texture has confounded many a stylist and resulted in wispy and unmanageable cuts elsewhere, but Anthony knows exactly how to shape my hair so it looks great from the day of the cut all the way until next time I have an appointment, even if I schedule it late! I've been ecstatic with the results since the very first time he cut my hair a few years ago. He's a master, and a surprisingly rare find in a city like SF.

He just recently moved to Salon Yuni, a bright, modern and welcoming salon just off Fillmore in Pacific Heights.

The salon is lovely and comfortabl, with tons of natural light streaming in from skylights. The place is surrounded by cute boutiques and great restaurants and within walking distance of Japantown, so it's easy to plan a saturday around getting an amazing new haircut at Salon Yuni, even if you don't live in the neighborhood. Everyone who works there is friendly and accommodating and the prices of services and products were quite reasonable for a high-end place like Salon Yuni.",0,bubble pop electric salon,113113000474282339000,1302547546875.0,5.0,0.9962,positive
positive,0x80c2c99f249eb76d:0x7f768ba39702d86a,Yuliana Covarrubias,"(Translated by Google) Excelent service. Thanks to Kenya, Edgar and Dr. Won for their attention, kindness and for their good work !!

(Original)
Exelente servicio. Gracias a Kenia, Edgar y Dr. Won por su atencion, amabilidad y por su buen trabajo!!",0,Fun Dental 4 Kids Manchester,109105409313950736628,1553630299877.0,5.0,0.9543,positive
positive,0x80c35393a05d0c41:0x22a24ab1b0ed1676,TheReal Blu3Smizzy,Best spot in town great people an prices,0,Treez Inc Cannabis Dispensary,100226650797532234208,1612148085092.0,5.0,0.8519,positive
positive,0x80c2c40d369a4317:0xff462272732881f1,Timotaeho J,Good area,0,99 Cents Only Stores,102031548622910515100,1541009972387.0,4.0,0.4404,positive
positive,0x54d40e092e3157df:0x70317589c3beeae6,Ahmad Dougherty,"The restaurant is first-rate and spacious, the menu was enchanting and the prices were very reasonable. rapidly, productive service and very personal staff. Highly recommended.",0,Eel River Brewing Company - Pub & Restaurant,103079627291008373748,1601594114234.0,5.0,0.2716,positive
positive,0x80db032aadb214b3:0x525f214896b6cbe8,The Johnsons,Always enjoy coming here. My family and I have been coming here for over 15 years. Lots of fun activities for the kids. They are finally doing some upgrades to the rooms so some of them are still out dated.,0,Welk Resorts Palm Springs - Desert Oasis,113490284344566662426,1606836302682.0,5.0,0.7579,positive
positive,0x8094673195546f4b:0xee80b918abd281d6,Latisha Richmond,Love the new Attractions!,0,Fresno Chaffee Zoo,100040186147343478224,1618081520023.0,4.0,0.807,positive
positive,0x54d3ffec191edf3d:0x399414de8d9c7e2d,Trisha Barbour,unknown,0,The Hair Port,114249151740973232802,1572150807673.0,5.0,0.0,neutral
positive,0x80c2b4e6e98a3dc5:0xba939534b7b19b9b,Joshua Hopkins,The kids had a blast here. They beg me to go back at least once a month,0,Wonder of Dinosaurs,102738682712294480789,1527628989930.0,5.0,0.0,neutral
positive,0x80dca601f61756c7:0xfdd168f1ff55052d,John Crawford,unknown,0,Del Taco,113481201837487179897,1507390853981.0,5.0,0.0,neutral
positive,0x80deab02dcc94a0d:0x41ed720f79564c4a,Morgan Walstrom,Always helpful.,0,Enterprise Rent-A-Car,105198005430906992107,1557710143510.0,4.0,0.4215,positive
neutral,0x80c47cbcac5c7e77:0x692897e53155dac2,victoria gordon,Ok food,0,Los Domingos Restaurant and Lounge,104521479936825858675,1562243676591.0,3.0,0.296,positive
neutral,0x80c2c70a8859131d:0xbbb457281762f1f,muhammad amir,unknown,0,Handi Kabab House,117144821438263136182,1617170316865.0,3.0,0.0,neutral
positive,0x80ea6a8aab111527:0x4b815a0e57723a78,Vidal Doran,"Great fresh produce,  culture, and mini restaurant. Also has a spot to fill up your Waters if you got A5 gallon jug",0,Vallarta Supermarkets,104541330739762474685,1505439458673.0,5.0,0.7506,positive
neutral,0x808fc0857f2f8803:0xb29750170aceac00,janice aragon,unknown,0,Rita's Italian Ice & Frozen Custard,109923785654504882144,1532886744744.0,3.0,0.0,neutral
positive,0x8085807f3d21866b:0x1c38ab3c0ace4aac,Heather Cadwallader,unknown,0,Black Hammer Brewing,110922084532207428884,1480201890030.0,5.0,0.0,neutral
positive,0x80d7656ccecbab5f:0x585998489fc4b049,Antonio alvarez mexia,unknown,0,Walmart Supercenter,103798418357515471525,1492314248869.0,5.0,0.0,neutral
neutral,0x809ac5715bbe23d5:0xd32e49f5157fe7c6,Jessica Evans,unknown,0,Little Caesars Pizza,115226110581875502861,1551773367838.0,3.0,0.0,neutral
positive,0x80dd339a3d1c0095:0xb498a553f9b1574,Phil Hsueh,It's a quaint space with a small selection of restaurants but what's there is very good. I highly recommend the ramen and Fresh Shave for dessert afterwards.,0,SteelCraft Long Beach,114763651308904017054,1501652319969.0,4.0,0.9067,positive
positive,0x8094f03e54e050fd:0x28b03e1124014384,Frank Pedro,The steaks are so good. Yes we will go back for sure.,0,Cattlemens,114503005033782324425,1511677139526.0,5.0,0.841,positive
positive,0x80c2b0795709cffb:0xd57613ea9671ab8c,Connie C.,"Excellent food with an amazing view of the marina! Despite the windy conditions their patio was well blocked from the wind and there were ample heaters to stay warm as needed. All the staff were taking safety precautions with masks and face shields, paper menus and wiped down our table and extra time before we were seated.",0,Whiskey Red's Restaurant & Events,111441453600662792998,1613620389584.0,5.0,0.9098,positive
