sentiment_category,gmap_id,user_name,spam_label,business_name,user_id,time,rating
positive,0x513245417c541417:0x8b502c2a77c06ede,Dawn Hagan,0,Pro Nails,101311364763728949789,1434929798867.0,5.0
negative,0x56c896284904d103:0x6d55f848869d40d1,Ivan W,0,Aviator Hotel Anchorage,106092517719172157262,1543724733887.0,1.0
positive,0x515553381588319d:0xdbd4d95a60f8974c,Russell Miller,0,Welcome to Alaska sign,110525687405938159819,1559652729218.0,5.0
positive,0x56c8bd86af1f50af:0x10f2b6e39f69ced4,Isaiah Miller,0,"Law Office of Evan Barrickman, P.C.",117536721799258763074,1595365103229.0,5.0
positive,0x5132456b216bf587:0xa9fa109a2ef3ccfc,sola okus,0,Petco,111466865308878416314,1611540284504.0,5.0
positive,0x56cd25f55cafc42d:0xbde2ea92fcda8a87,Brian Forrest,0,Midnight Sun RV & Campground,111386633354382914351,1533544802233.0,4.0
neutral,0x56c896295313a201:0xbbe3d39303a0ad53,Summer mcdonald,0,Extended Stay America - Anchorage - Downtown,115994523600953893735,1542380017214.0,3.0
positive,0x51324d448d5a30c1:0xa433dafb00248f59,Rhonda Ouellette,0,U.S.A NAILS,117556516724288753497,1549723208887.0,4.0
positive,0x56c91de53e1b020b:0xc7aba6c778f043e5,Madison Straight,0,Turkey Red,113087383300574442813,1460176500868.0,5.0
neutral,0x56c8999aacc73609:0xb9fbe2554f1098da,Bobby Egen,0,Carrs,107954706892735454092,1513189104016.0,3.0
positive,0x540c250467b927f5:0xdf11abae21c07ec4,Deborah Fox,0,Pioneer Cafe,105021112548614700050,1538066743395.0,5.0
positive,0x56c8bdedc8a8bf25:0xa7f149710de4d206,Dale Franklin,0,Pakalolo Oceanside,105674878249600866493,1615677800271.0,5.0
positive,0x56c8de6ceb54aff9:0x5c598d043d09225f,Patricia Giese,0,Alaska Massage Clinic,103898939246856531641,1598213935999.0,5.0
positive,0x56c8dfb158955273:0xc8b58f983ccc138a,Chad Randall,0,Raising Cane's Chicken Fingers,110799364758507299260,1584511076335.0,5.0
positive,0x56c89a04f821661f:0xa18c6267f53e05ea,Adnan Fisek,0,Alaska Zoo,101768148558126888672,1518787145083.0,5.0
positive,0x56c8dc1933c94db1:0x123b70d198d20790,Rhonda Smith,0,Valley Auto Body,105604492999298296798,1626300055532.0,5.0
positive,0x56c899d9d7f0098b:0xfe939e7a0c97755d,Ryan Cropper,0,Bagoy's Florist & Home,106413622401424673168,1594671283000.0,5.0
positive,0x56c897fdaee9fda7:0x1d436174d3e5f8cd,christopher taylor,0,Today's Pizza,111165505878910890274,1395477030325.0,4.0
positive,0x56c899d058920487:0x12882cc9133f2f54,Steven Fett,0,Dimond Center,112423202705090743274,1484854323923.0,5.0
negative,0x56c896408ef1d06b:0xbc795d4cd733f594,Bill Chisum,0,Taco Bell,100066015400739128499,1523246144144.0,2.0
neutral,0x89c2804a7a0f7fdd:0xc5cfcf63ec988c07,Jon Schoenwetter,0,Alaska Car Transport,113655869665652382670,1566619172996.0,3.0
positive,0x56c8de6ccc5ff915:0x18b14d3d382f3f27,Verna Lawrence,0,Mocha Moose,116002126806981369402,1606416901232.0,5.0
positive,0x51324d448057f1ef:0x150a85283c5bc2a8,Kevin Charley,0,Pagoda Chinese Restaurant & Bar,107904073480118045379,1599273461407.0,5.0
positive,0x56c67c9e530fc3cd:0x9faa0d6566c4cd1d,Dorothy Wagoner,0,Main Street Tap & Grill,108683522576353515518,1527315028257.0,5.0
positive,0x54001f778ec9a309:0x54524d82974bb66c,Levi Prater,0,Bamboo Room Restaurant,105296459614700041479,1470707154905.0,5.0
positive,0x56c8eb405181cf83:0xc5898d90628a7978,Jonathan Zack,0,Sudzy Salmon Car Wash,116664855070345996769,1563779179826.0,5.0
neutral,0x56c89629cb4710ef:0xe5b5a4008bc879a4,Daniel Grajek,0,Big Ray's,101627031217662322399,1512028818097.0,3.0
positive,0x56c8bd8153e7c941:0x1bd5d7e0eeebfa45,Jim Barker,0,Snow City Cafe,117722889731303602705,1532052055932.0,5.0
negative,0x56c89702e5c53a89:0x1ecf5963fbc62b69,K,0,SpringHill Suites by Marriott Anchorage University Lake,100532118607176495538,1569698540068.0,1.0
positive,0x56c8962542cbc033:0x980c387a86282dc7,Michael Olson,0,Kendall Toyota of Anchorage,110451252680900619308,1582132950219.0,5.0
positive,0x56c897b7fdf431d7:0xffd93a3af01a5624,Evonne Beavers,0,"Great Harvest Bread Co., Anchorage, AK",108777835251521158462,1500938498858.0,4.0
positive,0x56c89665462b3d8d:0x9903ba6784175ca9,Victoria Waters,0,Smoke King,114904356533989235172,1572357847880.0,4.0
positive,0x513245e77c07c80d:0xb17da82189e04563,Phyllis Mattice,0,Costco Wholesale,100002257777568277445,1543700366454.0,5.0
positive,0x56eac4220837f379:0xb59150e9a25b17ba,Yu Muang,0,Walmart,100629609842294168449,1594756750294.0,5.0
negative,0x887708d882bf50bb:0x196337965f90c1d8,AP Glibbs,0,Wild Alaska Salmon & Seafood,109445410640157025674,1598366660886.0,1.0
positive,0x56eac464ecc4d7d1:0xf4abe6f3019bb9c2,Scot Kveton,0,Harborside Coffee & Goods,109553203379332609228,1563396357749.0,5.0
positive,0x56c8bd577ae4ab31:0x78d54edcd6b7b80a,Benjamin Kastelic,0,The Broken Blender,110496818396140654335,1624483072078.0,5.0
positive,0x56c897a392a8f5bf:0x3af1fb6b724490d8,Ravyn Humphreys,0,Bread and Brew,115558529866297326167,1573201378392.0,5.0
positive,0x56c897c8b042b151:0xd0415d12009d7039,Heather Thomas,0,O'Reilly Auto Parts,107475297345095122413,1520383452814.0,5.0
neutral,0x56c6615d8c874c87:0x8007eb64d0b678e4,Marsea Walters,0,Midas,115004824057582760938,1510296810511.0,3.0
positive,0x540c25a4e43ee299:0xdb49d8f2822c185f,Tyler2616,0,Tongass Trading Co. Marine & Outdoors,111041429408015777157,1575187972311.0,4.0
positive,0x56ccd8a6008a49d5:0xf93079269a83cd65,Kristopher Kolonko,0,Prospectors Pizzeria and Alehouse,106318270284159077170,1563408352239.0,5.0
positive,0x5132454831fd96f3:0x6367b286f28e4275,Tiffany Persinger,0,Big Daddy's BBQ & Banquet Hall,106248603051669029269,1576421978858.0,5.0
positive,0x56c8965d14c17b89:0x5ded6a79373127da,Elizabeth Ashley,0,McDonald's,106162224772956374645,1557183853561.0,4.0
positive,0x51347d4dae22f41d:0x3c00189484f401fc,Danielle Terry,0,Family Medical Center,101191960867103290009,1603483284658.0,5.0
positive,0x56c8962549f27a1f:0x9270c1feb5df7fa7,Dan Lankford,0,Payless Car Sales,100386010590783693606,1570738806616.0,5.0
positive,0x56c897fddb55dedd:0x3c35f71af5e13a4f,Ben Sondgeroth,0,The Lakefront Anchorage,111219520067815008352,1539136500797.0,5.0
positive,0x56c89628af929187:0x3e42b541419cb504,ConcaveGnome,0,Office of Children's Services,102499798814435263372,1478295530822.0,5.0
positive,0x56c897bfa10acb67:0x3eced70a62e0fa55,Dan G,0,Cuddy Family Midtown Park,114141428126433281603,1594770471289.0,4.0
positive,0x56c91d6bb1a5c1df:0x56477f27fff91424,Jennifer Smithwick,0,Alaska Backcountry Adventure Tours | ATV Tours | Snowmobile Tours,101578272869366878778,1619584197279.0,5.0
positive,0x56c67b60fff4ea9f:0x32e830ecd92f0fd2,Rhonda Johnson,0,The Home Depot,104481603158266800772,1545739238850.0,5.0
positive,0x56c89641bb74093d:0x7c8bac344b2194e1,Courtney Padilla,0,Anchorage Chrysler Dodge Jeep Ram,115688601705022718569,1605498497606.0,5.0
positive,0x56c896256aed88ed:0xd3e3952d1faab5e7,Debbie Weiss,0,Fix Auto 5th Avenue,105851070809608048213,1576812024867.0,5.0
positive,0x56c897619891d06b:0x9189f384b63fcdaf,Ariane Ridgway,0,Great Northern Cannabis,109009707874163658134,1512178575539.0,5.0
positive,0x540c26efa73cd509:0x2ff10f2c71ac1f94,J L,0,Ward Cove Deli & Liquor,100510391487055845035,1602961936827.0,5.0
positive,0x56c8818da59b5923:0x5a3ccfddd11922d2,Ken Adam,0,Seaview Cafe & Bar,104927035055551510143,1497741158853.0,5.0
positive,0x56c8963b6ac8c619:0x25a9f58fe05c64e6,Tim Sorenson,0,Oscar's Taco Grande,114509529639538493225,1558974491318.0,5.0
positive,0x56c896a33229959b:0xf2aa5276d40e3f86,Clover Strickling,0,QDOBA Mexican Eats,108642273712706412242,1492704709818.0,4.0
positive,0x56c8de6cd9d19729:0xb0ac353ff195e8b3,Matt Cross,0,Mat-Su Family Restaurant LLC,116747491420027114899,1530083274912.0,4.0
positive,0x56c899d571e75a5f:0x9515d245ebaed821,Garry Hanley,0,Taku Lake Park North,103473424444871906765,1500269314640.0,5.0
positive,0x56c899d0b13cd6e7:0xb6d66219ffc0dfc7,Spark Plug,0,Suite 100 Restaurant Bar & Lounge,118091173393068761978,1512887327844.0,5.0
positive,0x56c8965ee2fb87a1:0x559736347bd48842,Reyna Cruz,0,Costco Wholesale,108928989351699572618,1575996621234.0,5.0
positive,0x56c897c8160e07cd:0xdd1f37c1316f4a69,Matthew Scott,0,BurgerFi,101616030040302373592,1447443201916.0,4.0
positive,0x56c89631c4a5f513:0x232dc97bf098e793,Derek Weglin,0,Audi Anchorage,116322315928073508118,1576603015663.0,5.0
positive,0x56c91defc36325c5:0x7b2427ab65234e0b,Carl Jacobson,0,Palmer Alehouse,110230831129878188779,1589668278787.0,4.0
negative,0x56c895d4ef449259:0x4383a35e90d9b18b,Bodey Turner,0,Domino's Pizza,110235361688908797431,1551475744731.0,1.0
negative,0x56c8979448eea4d3:0x749602a93dabc7a0,Levi Sitts,0,Homewood Suites by Hilton Anchorage,112366955671695657845,1473011014684.0,2.0
positive,0x56aaa92809c51c9b:0x935e618042384ae9,Jill St John,0,Sweet Tooth Cafe,105727916538012258479,1534398227861.0,4.0
positive,0x56c79c639832c53b:0x4123a41983279b53,Dbizzzle,0,The Highliner Restaurant,104439846553543815271,1541744274657.0,5.0
neutral,0x56c899d3c67740a1:0xc3bf15f0f16d9559,Trey Newman,0,Red Robin Gourmet Burgers and Brews,101080178011311680703,1541949596927.0,3.0
positive,0x56c8965934b541e5:0xa08d23f1edb037a0,Dustin DeLong,0,Holiday,113960983197390363227,1610844684318.0,5.0
negative,0x56c897c83b96b4b1:0x28917520edd23bd7,Maude Ekada,0,Brow Chica Brow Bar & Beauty Lab,116619632026848647638,1550624340352.0,1.0
neutral,0x513244df0637863f:0x1d9f95fdcd5e5d5e,Tom F,0,Tanana Valley State Fair Association,102582288873493430929,1436329093102.0,3.0
positive,0x54046794a16612c5:0xad5f5f1bc27cb394,Earl Wayne,0,NAPA Auto Parts - Sitka Motor Supply,110532311022174955377,1543246650619.0,5.0
positive,0x56c8df1127dc7d31:0x4220555fc5eea55e,Colette Grower,0,Planet Fitness,116956956293781709428,1598402119677.0,5.0
positive,0x56c8e1c57cd6d259:0x877c333c730761b3,Camille Davidson,0,E-Z CAR RENTALS WASILLA AK,105587890788748726804,1505011568880.0,5.0
positive,0x56c89629cf076973:0x832164a8b73716fc,ray gore,0,The Bubbly Mermaid Oyster Bar,109473938596866510612,1561347665564.0,4.0
positive,0x56c663aa2b2c3297:0xee7ab8185fcbd238,Benjamin McNulty,0,The Duck Inn Bar and Restaurant,113229602213956952137,1565985448160.0,4.0
negative,0x56c1320bb79bae89:0x1be77dc5fcc8bede,Eivin Kilcher,0,O'Reilly Auto Parts,106873480230663743346,1494091924145.0,2.0
positive,0x56c864cc4e4c339b:0x4bf250e6de83123b,Tyler Stout,0,Alyeska Resort & Hotel Alyeska,109025024035580218575,1496076003558.0,4.0
positive,0x5132452c54ec6e65:0x2168ea053650cae0,Jim Atkinson,0,Samson True Value Hardware,108440611802379976317,1571435893370.0,5.0
negative,0x5132393c84990bdb:0x9fb5f72aa3fddf72,Sejal Shinde - Paint a Thousand Lives,0,Cleary Summit Aurora Viewing Area,102949110463064827868,1539132406524.0,1.0
positive,0x56c12c0f4ec05497:0xb8e14adb52e34a0f,Kerry Hall,0,Land's End Resort,105734115651076750010,1552893344236.0,5.0
positive,0x56c8e09cd3b86093:0x1e28595548c3ca5,Eduard Gerbel,0,Aurora Flowers,112459209164218413077,1514946817551.0,5.0
positive,0x56c89774b33de023:0xd897c377622460a,rudd plate,0,Alaska Laser Wash,111995832548274082349,1574539066555.0,4.0
positive,0x56c91dfb2994eed3:0xd2461a7ba2f36f6a,Joshua Houston,0,Fred Meyer,117179260211847713042,1534554261587.0,5.0
positive,0x56aaa9289fba1f4f:0x4df188f882033bc7,Christopher Rollins,0,Skagway Brewing Company,107815891802605341850,1537314424170.0,5.0
positive,0x56c8986866931a6d:0x53afe2cd2a880aea,Natasha Lamont,0,Carrs,113601910031229863031,1537142605683.0,5.0
positive,0x56c899b83a9d0ce1:0xe85390405ae6bbf9,Deborah Hailey,0,Cabela's,100891131457043212671,1529273532610.0,5.0
positive,0x5132456bb5af1f97:0xc26f982a97b63595,Matthew Thompson,0,Lowe's Home Improvement,116145803824209964487,1498324101842.0,5.0
neutral,0x56c8eb6ebb25640f:0xeb5d9b3fe572e88c,Jamey,0,Pizza Man,113784401959717513991,1592791998474.0,3.0
positive,0x56c67b5e26117df5:0xd07730a7fe2820bd,paul mettille,0,Kendall Ford of Kenai,109036784203850025731,1519095205331.0,4.0
positive,0x56c896031763db15:0x1daa3bbd5181bc33,Denzel Smith,0,Polar Bowl,101041734283310966191,1546045302158.0,5.0
neutral,0x56c897b9a7bc818d:0x5dd769013d9746bb,Christian Penn,0,McDonald's,110181285244976565502,1580535019249.0,3.0
positive,0x56c897dc7ed1c04d:0x1ffda26b0944a36c,Trasie Phan,0,Pho Lena,100737292977399457579,1541212507176.0,5.0
positive,0x540c267790ff76f5:0x6af9d6c3a7503036,Gerbie Buates,0,Walmart,109482469728082718203,1528308988466.0,5.0
positive,0x56c8db7471b4dd4d:0x7787e35fca8cba44,Athina Tennant,0,The Perfect Start Espresso,116473124036633473597,1616520224400.0,5.0
positive,0x50df89a34d8cde25:0x8612078f998168e4,Ben Clark,0,Trans-Alaska Pipeline Pump Station 1,116285135847405625759,1519872732234.0,4.0
positive,0x5735e8f15e4eb55f:0x18287a64b77a34a4,Abay G.,0,United States Postal Service,106805952083769978780,1558329731181.0,5.0
positive,0x51325b58d0d9448b:0x67d1447b7a4725df,John W,0,Alaska Axe Co. - Axe Throwing,101132580779415852855,1606029612449.0,5.0
positive,0x56c6617cdd9a3985:0x91ff8ec86775b235,Steve Van Hunnik,0,Pad Thai Cafe,117091212481335261332,1595904379621.0,5.0
positive,0x56c897b9ce6000df:0xd707e127588a8c6c,Zoom zoom Venus,0,Moose's Tooth Pub & Pizzeria,118386988193518278826,1545521550222.0,4.0
positive,0x56c8bd812045c033:0x24e84735904cf40c,NeffyTheCreator :,0,LED Ultra Lounge & Grill,118187768534861821425,1501879973680.0,5.0
positive,0x56ce9592a84f0bbd:0x83bbdd1f85c99b4b,Anthony Hoadley,0,West Rib Pub & Grill,112838144597119245255,1567167537191.0,5.0
neutral,0x56c8979923b12765:0x1c076d5a14bb0311,Elaine Latinville,0,Alaska Wild Berry Products,113125758934781867719,1531093495352.0,3.0
positive,0x56c89aafc3f2cab3:0x5310c30415e10026,Reyse Klatt,0,Flattop Mountain,109577419826268523006,1565915009632.0,4.0
positive,0x56c8de6de8f550ef:0x2728170ecaac6b0e,Richard Herscher,0,Alaska R & R Laundry,111515940931957624757,1591217708676.0,5.0
positive,0x56c89a9f0e760871:0x41551d96dba29326,Diana P,0,Flattop Mountain Trail,109821126565490462674,1593571029164.0,5.0
positive,0x56c8961b3e2dcf17:0xe36eb9d4b3d074d9,Elijah DeLee,0,AAFES Shoppette,108650845143367653912,1506968501273.0,5.0
positive,0x56c897b9ce6000df:0xd707e127588a8c6c,Waleed Ahmed,0,Moose's Tooth Pub & Pizzeria,100559118591685222654,1563259472570.0,5.0
positive,0x56c89bd3bfb4a673:0xe173c77437465ad9,Gene McCabe,0,Coast Pizza Inc,115070740625904871140,1406525667808.0,4.0
positive,0x56c899b7d1138011:0x6dd37d1839701a26,Spanky Martinez,0,Xalos Burrito Express,110783210751032617629,1521150756790.0,5.0
positive,0x56c8965ee2fb87a1:0x559736347bd48842,Alaskanbaby love,0,Costco Wholesale,103703037123166907763,1569655081677.0,4.0
positive,0x56c8983624291485:0x167961ceae476d8e,Joseph Brower,0,Alaska Tire Service,107142647619550933531,1557820711478.0,5.0
positive,0x56c897b9ce6000df:0xd707e127588a8c6c,Philip White,0,Moose's Tooth Pub & Pizzeria,117804637253053020388,1489650362103.0,5.0
positive,0x56c79c63b2c9b995:0x23b5cf2d106ec9a1,j davenport,0,Hotel Seward,109495305666001458617,1503092040381.0,5.0
positive,0x56c897e774b8c233:0x4005ad0d4c98dbf6,Daylyn Mireles,0,Naruto Japanese Restaurant,108110811439366454167,1611348144446.0,5.0
neutral,0x56c896591ebe1871:0x1a6bd0ee6df3eff2,Alaskan ChevyMan907,0,Napoli's Pizza,104424587459797475697,1521253295111.0,3.0
positive,0x56c6616caa83fcfb:0xbb8645c25862ed63,Suzanne Blackburn,0,Natron Air Inc,113925888443339376171,1564205044871.0,5.0
positive,0x5400df83a490dac1:0x755e75451b3ed814,Travelocity reviewer,0,Four Points by Sheraton Juneau,unknown,1562544000000.0,-999.0
negative,0x5132432c3a1db063:0x14f89eec7813bedd,Whit Breeden,0,Goldstream Sports,104530791404122045276,1497221820013.0,1.0
positive,0x56c8bd875276c601:0x5c8050dfd516289e,milo eakins,0,Kaladi Brothers Coffee,101657048168751136384,1545860877306.0,5.0
positive,0x56c89624cf7dffe3:0x2986050842d948dd,Rai AK,0,Brother Francis Shelter,110414663161259385309,1525386852553.0,5.0
positive,0x51324548cc6d840f:0x42f4fb7c68ff126,黃C.J,0,Thai House Restaurant,115617624394878697658,1584964063422.0,4.0
positive,0x56ce9592b167d185:0x99d5d95022a86cce,John Harrison,0,Denali Brewpub,103606821563275187401,1595222059811.0,4.0
positive,0x56c897ce4bf1bb8b:0x2e4f67e562e58f0d,Steven Haye,0,Kriner's Diner,113765565848390818642,1565474790952.0,5.0
positive,0x5132456f402e2141:0x34d2d050b4cc69ed,Mark Plavan,0,Seekins Ford Lincoln,104999245213007851448,1513014395968.0,5.0
positive,0x56c89642894ef07d:0x50a4384a2a358c69,Corey Tom,0,Ian's Game Paradise,105578107156525490705,1614122889712.0,5.0
positive,0x56c897ceda36df9b:0x534e229598b21011,charleyboy moore,0,Gold Cache Bingo,106550241384889096852,1558237367534.0,5.0
positive,0x56c89626aaaaaaab:0x35892c7ff8051a3c,Andrew Wilson,0,AIH Alaska Industrial Hardware Inc,116704239327025030287,1539216784773.0,5.0
positive,0x51325acc86dd74bf:0x764914f32c4d749,Nick Aultman,0,Airport Way Restaurant,108477180809073304904,1520703952163.0,5.0
positive,0x56c897dbdc7efa33:0x8ccaf4b10d744ba3,Kristin Alexander,0,Bear Tooth Theatrepub,106190615754516645247,1499981627952.0,5.0
negative,0x56b57b64d4be52d9:0xd229826eee007bd,SummeR,0,HAARP Research Facility,108549186261755175458,1580140412996.0,1.0
positive,0x56c897916c907869:0xfe205ad09aed8cd,Georgio Ramondos II,0,Ak Frost,100474400259724977952,1564903361178.0,5.0
positive,0x51348bcf87d1658b:0x5940639e3a8963f6,Michael Russo,0,Alaskan Steakhouse & Motel,108910657319224787155,1544911086556.0,4.0
positive,0x56c895e772965979:0x1b26da9966942f71,TopNNotchKevOK,0,Yukla 27 Memorial,102703414835202920678,1531621427113.0,5.0
positive,0x56c899d0dabc9c9d:0x1eede999c2e290ad,Eva ONeill,0,Burger King,105236609871109311872,1556565984779.0,5.0
positive,0x51324538eb3a2b19:0x6c3c91913977cae0,Kristopher Kennedy,0,Sourdough Fuel,113229771069547331835,1528212803608.0,5.0
positive,0x56c8bd8762966133:0x70905ffa81dd027f,Iacco68,0,Hard Rock Cafe,108148564952236044793,1557837957472.0,5.0
positive,0x56c8de13f66aaaab:0x4d802b060d19d2a7,Cassandra DiSarro,0,Newcomb Park Wasilla Lake,107966019061850416997,1561243874809.0,5.0
positive,0x56c897da2cddb62d:0x70b29abe66f989f,John Snelling,0,Bosco's,104323563120929862861,1538270465604.0,4.0
positive,0x56c886e000fad659:0x1ac5440a82f2e23,Cynthia Keefe,0,Bird Ridge Trailhead,112538208456403476558,1559188742544.0,4.0
positive,0x57205528d82ff20f:0x7adc489c1f26b712,Raymond Amos,0,Pinky's Park,106828685663838176394,1574589578121.0,4.0
positive,0x56c897089c678011:0x4e6da9ffe2d4d33f,Jennifer Mack,0,Subway,113306450984083783396,1534491329060.0,4.0
negative,0x5132454155622ae9:0x9f7be9ada7dd8cff,ann davis,0,U.S. Nails & Spa,104369195753928010673,1558894463097.0,1.0
positive,0x56c897c84d7fc3ab:0x664f0704d1b749a9,Shawn Hollandsworth,0,OMG Nails & Spa,107235850174432831123,1528405796826.0,5.0
positive,0x56c8de1bd46e2ae7:0x5f36c6b6c82f7173,ellen polack,0,Chaz Limited Collision Express,118209356291551447832,1534193883460.0,5.0
positive,0x56c897a631f1a021:0x5ba0ba9ea07d9e64,Mark Spafford,0,Concentra Urgent Care,105007575940296594775,1617663305646.0,5.0
positive,0x56c89708139b36ed:0xbda76abc6afea41f,Joseph Biondich,0,Midnight Sun Animal Hospital and Emergency Services,104722920507730843816,1479092627660.0,4.0
positive,0x56c899d1088cfd87:0x6c9c21f66f25908e,Vinguapo,0,Dave & Buster's,105908588326078205439,1582076568740.0,5.0
positive,0x56c89628abb400ff:0x5a5a4452eb029853,Rogan Guild,0,The Red Chair Cafe,106399127739994555634,1426451104299.0,5.0
positive,0x5400e3aaaaaaaaab:0xabe786f2a1fa0376,Mike Revoir,0,Mt Roberts Nature Center,112042952625231236113,1538108116557.0,5.0
positive,0x56c897c6dfd34489:0x45ea33ef2ad8b31a,Siff4r McSifflette,0,Outback Steakhouse,104873825672071348537,1567124421424.0,5.0
positive,0x56cc579c1fd220d1:0x308c54faa2f994df,Chris Panek,0,Grande Denali Lodge,107154741315832002992,1561002284561.0,5.0
positive,0x56c894288ba1f87b:0x111bb16589fc4ab8,Jonny Walker,0,Wild Wings 'n Things,101579360561651782630,1556261309769.0,4.0
negative,0x56c8999ad19454eb:0xb9524181ca406c96,Rodger Lamb,0,McDonald's,104637635773058971206,1564111469230.0,1.0
positive,0x5132456b1094b565:0x3e7110772ae9e280,Sarah Mason,0,Elements Salon & Day Spa,103745451408319501688,1572380631905.0,5.0
positive,0x56c67c9b6caee635:0xb3f4bd594084a23,G'Nae Dismuke,0,Bargain Basement,103212792101028636055,1339989928560.0,4.0
positive,0x56cf2bcb5b299475:0xa7057779ab127042,Ed Blocker,0,Pioneer Lodge & Campground,111641946581660655140,1596245555217.0,5.0
positive,0x56c8e0a2ed6eeb89:0xf3a06c82667fe8cc,carie murphy,0,Lithia Chrysler Jeep Dodge Ram of Wasilla,112326670390356541744,1552177858640.0,5.0
positive,0x56c8962888c0ed4f:0x5beb5f42df99e457,KG W,0,Century Plaza Apartment Homes,112813993628708350293,1606946129907.0,5.0
positive,0x56c897b9ce6000df:0xd707e127588a8c6c,Kirstiann Howard,0,Moose's Tooth Pub & Pizzeria,105850246936466315221,1594879995877.0,5.0
positive,0x56c897c931af014b:0x7ce8d189db1c8a1b,Greg Tolman,0,Alaska Veterinary Clinic,108726934553078546245,1516235778773.0,5.0
positive,0x56c89629ebe61f19:0xc34ad89819b544f8,Angelica Honeycutt,0,JCPenney,114426222162817533906,1564274564540.0,4.0
neutral,0x56c89687dd0842e3:0x467eec43b86a257d,Cedric Collins,0,Party Time liquor,104708342162692341085,1579236456486.0,3.0
negative,0x51324d5a8d48f753:0x10253263a3d85822,Heather Marie,0,United States Postal Service,112173370632624619011,1467229369555.0,1.0
positive,0x56c666cb54507749:0x6dc758770e9e6743,Daniel Allen,0,Golden International Asian / Chinese Cuisine,110819115855795908988,1501969649576.0,5.0
positive,0x51324543fc17c93d:0xa7b58bf5757b0fb1,Becca Campbell,0,Brewster's Northgate,102450034756178164601,1543378187927.0,5.0
positive,0x56c91d75cf242191:0xda76b2fda0fd5969,Cheryl “Rozie” Mann,0,Three Bears Convenience Store,110052857080838688585,1594601610509.0,5.0
positive,0x56c8e1cb7a504b81:0x24d3eaad3d54b6c4,Joshua Gholston,0,Three Bears Alaska,102776449637087462049,1530081569926.0,5.0
positive,0x56c897fddb55dedd:0x3c35f71af5e13a4f,Oscar Tirado,0,The Lakefront Anchorage,105931099583066580896,1606058130520.0,5.0
positive,0x56c8eb6e44da81ef:0x7920f945775daf57,j.j. Mulac,0,Brown Jug Eagle River,118329327516927689110,1606701095381.0,5.0
positive,0x51324543ef9a0fa5:0xb4c320b5cfa8642c,Sam Button,0,Frostbite Foods,111348029534570027658,1533844768422.0,4.0
positive,0x56c79c63a5432e93:0x736d8825d248c553,Annabel Olson,0,Apollo Restaurant,113563938464609190577,1476937319752.0,5.0
negative,0x56c8eb99ea085213:0xf4cf3174126ea91e,Lucas Groom,0,Harry J. McDonald Memorial Center,114377152908240675757,1578173413268.0,1.0
positive,0x56c899d1237f4633:0xab29472f7768df16,Lorrena Terry,0,Mrs. Fields,104788412076501569507,1503767270388.0,5.0
positive,0x56c8de1ef2b650f5:0xf7d5734679fc56b5,Richard Eaton,0,Red Robin Gourmet Burgers and Brews,101454013829930971484,1580542880998.0,5.0
positive,0x56ccd8af137b7d57:0xbec05fd7d18d6d98,Bruce Rayno,0,McKinley Chalet Resort,102443032818405447645,1562143861465.0,4.0
positive,0x56c89629bde7481f:0xc8fd535fa7f73b16,No Disrespect,0,Regis Salon,107532164612280408108,1576140451165.0,5.0
positive,0x56c8853470619d9b:0x720f0f1766056bb,blake _qmbow,0,Upper Rabbit Creek/Rabbit Lake Trailhead,108739829144805339579,1598944054960.0,5.0
positive,0x56c8eb74fcad2dff:0x84a6246ac488290,Marge Doughty,0,Alaska Tire Service,100420668032524871540,1621653153802.0,5.0
positive,0x540c25af55f26f69:0xee7fa2328e288332,Debora Olsson,0,SeaWind Aviation,110732217575569480337,1624040355582.0,5.0
positive,0x56c14acdba03a169:0x1ea44c1f1e5d559a,Nadine Fischer,0,Ramiro's,112815676294165631955,1530412677941.0,5.0
positive,0x5400e04788d62eeb:0xa21ab52e23559d85,Pauline Williams,0,The Grind Coffee,104884689273716763037,1537582443283.0,5.0
positive,0x513245485def9c7d:0x69deda8842a0f02,Pilar Garcia,0,Lavelle's Bistro,115184735839418534126,1565415889313.0,5.0
negative,0x56c8978e10fcf111:0xfa78935623ffbb1c,ahl ma ahs,0,Commercially Clean,106203040575038286827,1618967950344.0,1.0
positive,0x56c897dbe6602e53:0xc83a76099cb74f18,Joshua Thorpe,0,The Hoarding Marmot,104933818460393173442,1466629894728.0,5.0
negative,0x56c8de2721b60a83:0x23ddc4491d798cd2,AK TraderFace,0,Valley Moving & Storage Inc,114199401731425644778,1559428169867.0,2.0
positive,0x51325aad3826a683:0x4316f696c86b9d67,Jay Paggi-Howe,0,Bailey's Furniture,108175968739895291186,1583912452617.0,5.0
negative,0x56c8de18e77e1ebb:0x1d0381ed52f5ca59,Mae Lewis,1,Hacienda Mexican Restaurant,101544640070333506190,1383018031448.0,1.0
positive,0x56c8eb74fcad2dff:0x6bd355562e434694,Amel T,0,Kim's Cuisine Asian Fusion Bistro,114312831467627878696,1536471428402.0,5.0
positive,0x5400df8323ccd183:0xea95d30650db41f0,Joey Mejia,0,Saffron Indian Comfort Cuisine,103146825358815054981,1568949598025.0,5.0
positive,0x56b646903520d513:0xbd3fba6dadbff484,Laura Cifelli,0,Fu Kung Chinese Restaurant,108967859970915204554,1566109464056.0,4.0
positive,0x54011e21b58457e9:0x17ac7cd573661a48,Timothy Weah,0,Papa John's Pizza,109821508151421933461,1526675788874.0,5.0
