sentiment_category,rating_category,gmap_id,business_name,user_id,rating,text,user_name,time
positive,menu,,Korelee,,4,The atmosphere of the place and the interest of the waiters were good. Food came fast and hot. We ordered spicy tabokki; it wasn't bitter; it tasted very good. We ordered cheese kimbab and it had cheddar in it. I don't recommend it to those who don't like seaweed.,Gulbahar Memisoglu,
positive,outdoor_atmosphere,,Korelee,,4,"Atmosphere of the restourant was amazing, I felt times that I in Korea",Birkan Turk,
positive,taste,,Korelee,,5,The products were delicious; the service was fast; the employees were smiling and interested. Bulgogi mildly spiced meat was delicious.,Kubra Sener,
negative,taste,,Korelee,,2,We had very high expectations; but unfortunately we did not like it. Chicken was very sweet. Prices are not too high. You wait in line outside.,Mert Ozlu,
positive,indoor_atmosphere,,Korelee,,5,It was really nice; I liked it very much. Moreover; the prices are quite normal. Well done to everyone who worked there.,Nergis Yilmaz,
positive,taste,,Korelee,,4,Kimbap wasn't for me; it's a tough flavor.,Merve Sahin,
positive,outdoor_atmosphere,,Korelee,,5,I don't know much about Korean cuisine; but I have tasted it. Chicken with soy sauce was cooked to a great consistency and served warm.,Onder Onerge,
negative,indoor_atmosphere,,Korelee,,2,I had been to a different Korean restaurant before; the ambiance there really made me feel like I was in Korea. I couldn't feel that feeling here.,Gokce Orlu,
neutral,menu,,Korelee,,3,foods are good. but the environment and service is not a full korean experience.,Eyup Kahveci,
positive,taste,,Korelee,,5,Super taste; best rose rabokki I've ever eaten in my life. At the same time; we ordered a gimbap with kimchi; and we think it suits them very well.,Zeynep Cakmak,
positive,outdoor_atmosphere,,Korelee,,4,A nice place where you can taste examples of Korean cuisine. The closest taste to Turkish cuisine on the menu. Traditional chicken. Prices are very reasonable.,Kamuran Yunal,
neutral,outdoor_atmosphere,,Patso Burger,,3,The flavor that I ate as a child is here; but there were many queues; as in all parts of Istanbul.,Halit Kerim,
neutral,taste,,Patso Burger,,3,Patso starts from 50tl. It comes with lots of potatoes in the bread wrapped in paper; dipped in ketchup or mayonnaise according to your needs. You have to eat standing up. It does not have a special flavor; but it is satisfying,Ersen Turgut,
positive,indoor_atmosphere,,Patso Burger,,4,There was no place to sit and eat; we ate standing. It tasted good.,Alparslan Haki,
positive,menu,,Patso Burger,,5,I have never eaten such a delicious patso until now. Recommended guys. And I went again and I will continue to go again.,Seher Gunduz,
positive,outdoor_atmosphere,,Patso Burger,,5,I ate the big patso with sausage and cheddar; the potatoes are absolutely incomparable with the frozen flavorless potatoes of many places today. It is a perfect form of sausage bread; potatoes and cheddar blended with sauce; and it is satisfying.,Baris Yildiz,
positive,taste,,Patso Burger,,4,We ate the classic patso burger. In other words; french fries between fresh sandwich bread; ketchup mayonnaise on top. It tasted very good. No seating; we went to the park right next door and ate there.,Ece Oztunc,
neutral,menu,,Patso Burger,,3,Prices are not real; we thought it was a camera joke.,Burak Topal,
negative,indoor_atmosphere,,Patso Burger,,1,"It was very crowded, We wait while we're hungry!",Simge Cakir,
positive,outdoor_atmosphere,,Patso Burger,,5,Crispy on the outside; soft on the inside. It's always hot; it's a little crowded; there's no place to sit.,Seda Seven,
positive,taste,,Patso Burger,,4,I tried the large patso with sausage and cheddar. It was delicious and fresh. You can try.,Tuna Hocaoglu,
positive,taste,,Patso Burger,,5,Great patso!,Bekir Bilir,
positive,outdoor_atmosphere,,Vefa Bozacisi,,5,160-year-old Vefa Bozacisi has not lost its flavor. We can find filled bottles in many places; but it's different to come here and drink. It's definitely fresher to drink on the spot.Vefa Bozacısı,Sahin Uzunsimsek,
positive,taste,,Vefa Bozacisi,,4,It was very nice to taste the boza in the historical place. Way better than other bozas.,Gokhan Bardak,
positive,indoor_atmosphere,,Vefa Bozacisi,,5,A historical place intertwined with history. The business is clean and tidy. The staff is very caring.,Ercan Cakmak,
positive,menu,,Vefa Bozacisi,,5,Boza's are beautiful. The ones on sale are also freshly filled and prepared. It looks clean; but I don't know the exact details.,Ela Ensar,
neutral,indoor_atmosphere,,Vefa Bozacisi,,3,Same taste for years. Its historical texture is another beautiful place.,Volkan Cosgun,
positive,outdoor_atmosphere,,Vefa Bozacisi,,4,The taste is very good; and you can buy some roasted chickpeas; and it will be very high. Employees should be smiling.,Yigit Candur,
neutral,indoor_atmosphere,,Vefa Bozacisi,,3,The number of tables is very small; but no problem; the taste was very good.,Selcuk Polat,
positive,taste,,Vefa Bozacisi,,5,Perfect!,Cigdem Kutlu,
negative,menu,,Vefa Bozacisi,,1,I don't understand what kind of business it is to sell boza in a foam glass. Offering chickpeas is a tradition next to the spoiler; but in Vefa you have to go and buy it yourself from the shop on the opposite side.,Berkay Genc,
positive,outdoor_atmosphere,,Vefa Bozacisi,,5,Vefa Bozacisi must be the most beautiful place that comes to mind when Boza is mentioned. The groceries are quite affordable.,Muhammed Duman,
positive,taste,,Vefa Bozacisi,,4,It is a flavor that can be tried when you go to Istanbul.,Merve Ayda,
neutral,taste,,Salacak,,3,It is not p/p. Doner came cold and that's why it was hard.,Candan Esin,
positive,outdoor_atmosphere,,Salacak,,5,Eating with this view... It was legendary!,Bulent Tunc,
positive,outdoor_atmosphere,,Salacak,,4,There is a place to eat fish and bread across the beautiful place. If the weather is nice; we go to this doner shop; if not there. You can try.,Umut Kurt,
positive,taste,,Salacak,,5,They deserve the stars more than enough for their service; hygiene and view; but if we talk about the food; I can say that it was the most delicious in a one-week Istanbul trip without exaggeration.,Ayla Gunduz,
negative,indoor_atmosphere,,Salacak,,1,Different from the price on the menu Price has been applied doner is dry and hard.,Mehmet Yavuz,
positive,menu,,Salacak,,5,A taste that hasn't changed for years with its legendary view and taste!,Hikmet Tan,
positive,outdoor_atmosphere,,Salacak,,5,You can go even for the view... The interest is very beautiful.. Those who want to eat meat (Halal food) should definitely stop by..,Osman Tamyurek,
negative,taste,,Salacak,,2,We finished Iskender and Doner Burger with difficulty two weeks ago; we couldn't start the dessert part because there was no appetite for tail fat.,Hulya Azim,
positive,menu,,Salacak,,4,Great.,Muhammed Bayalan,
positive,indoor_atmosphere,,Salacak,,5,Ambiance was amazing!,Nur Aydin,
positive,indoor_atmosphere,,Salacak,,5,I think they make very good doner kebabs. We did not have any problems with the service. We parted happily as a family. As for the price; I think such a place has a very good tariff for such a view.,Samed Demirel,
neutral,taste,,Nusr-et,,3,"When we asked for a hamburger, we were told that it was not left; but the hamburger came to the side table; I'm breaking two points from here; other than that it was good.",Kaan Omak,
positive,menu,,Nusr-et,,5,"Service, attention is excellent. The masters working in the kitchen love their job. Dining halls and sinks are very stylish; organized and hygienic.",Hakan Polat,
positive,indoor_atmosphere,,Nusr-et,,5,The presentation was very successful; the employees were very interested and thoughtful and everything was delicious. We thank you.,Ozkan Sever,
positive,outdoor_atmosphere,,Nusr-et,,5,Food service was also very fast. I ate a delicious Lokum meat. Then I ate an unbelievably good burger.,Kadir Turkyilmaz,
positive,indoor_atmosphere,,Nusr-et,,5,The most successful steak restaurant in the region. It is also a world brand. With its carefully selected meats and cooking technique; it gives the price you what you pay.,Rifat Ozbek,
negative,menu,,Nusr-et,,1,Prices are so high..,Beril Guney,
positive,menu,,Nusr-et,,4,I do not recommend the lamb cage at all. But skewered and tenderloin are great. My carrot slice isn't bad. The waiters are interested and polite; but there are difficulties in understanding the order. You would like it cooked well; it comes undercooked.,Emrah Yildirim,
positive,taste,,Nusr-et,,5,We've been here many times and each time we left satisfied; Lokum meat; spaghetti; nusret hamburger; salad with tulum cheese; etc. very good but of course high in price compared to many places.,Pelin Kaymaz,
negative,outdoor_atmosphere,,Nusr-et,,2,It's as if your old meticulousness is gone. The cage arrived cold; the salad came for 1; I said two; I did not drink alcohol; but 6 double raki was written in my account; when I told the waiter; he said are you sure you didn't drink?,Beyza Yeliz,
negative,indoor_atmosphere,,Nusr-et,,2,There is a queue at the door; there are wonderful places in Sarıyer. I came with the force of my friends; the music chosen is similar to the music played in Italian pizzeria.,Necmiye Ataseven,
positive,taste,,Nusr-et,,5,He's very successful. Even though it was very crowded; the service was incredibly fast.,Adem Ince,
positive,outdoor_atmosphere,,Tuana Restaurant,,4,By the lake; with a beautiful view; ducks are swimming next to you. 1 pan of squid; 1 portion of sea bass; 1 salad; 2 50 sized tuborgs; 2 tea 80 TL.,Serap Firtina,
positive,menu,,Tuana Restaurant,,4,The presentations are very good; it obviously has a skilled and attentive chef. Fish and squid are fresh.,Engin Firtina,
negative,taste,,Tuana Restaurant,,1,DEFINITELY DO NOT COME. We came here for breakfast based on the reviews on the way. We said the breakfast called the village breakfast for 2 people. First of all; the employee greeted us disrespectfully; a thousand pieces falling off his face; reluctant movements etc. It didn't taste good either!,Ahmet Ekim,
positive,outdoor_atmosphere,,Tuana Restaurant,,4,Right next to the Köyceğiz lake; the prices are a click above the average; a good business with a panoramic view of the lake.,Turgay Yuksel,
positive,menu,,Tuana Restaurant,,5,Thank you.,Batuhan Saf,
positive,taste,,Tuana Restaurant,,4,Mexican chicken was hearty; hot and fresh in portion. Service was a little late. An ideal place to dine with a lake view.,Emre Bozkurt,
positive,indoor_atmosphere,,Tuana Restaurant,,5,Koycegiz is the most popular restaurant and cafe. You can have a meal with the view of Köyceğiz lake and sip your cold beer with pleasure.,Busra Cetin,
neutral,outdoor_atmosphere,,Tuana Restaurant,,3,A place we stopped by for breakfast on the way. The place has a beautiful view of Köyceğiz lake. The owner is very sweet and helped us with everything.,Yesim Goren,
positive,indoor_atmosphere,,Tuana Restaurant,,4,It was rainiy but the ambiance was good enough.,Sibel Somer,
positive,indoor_atmosphere,,Tuana Restaurant,,4,They bring delicious yoghurt to the dishes; the portions are hearty; with a beautiful view of the lakeside.,Korsel Aydogdu,
positive,taste,,Tuana Restaurant,,4,I recommend the handmade hamburger at a good price; reasonable (50TL) and satisfying. Sprinkled village breakfast (125 TL per person) is a weak; ordinary breakfast.,Erim Kadioglu,
positive,menu,,Cici Tantuni,,5,Tantuni was amazing. We just came here to try it.,Ali Kizil,
positive,indoor_atmosphere,,Cici Tantuni,,4,In general; it is delicious; you can ask for both wrap and bread. Although the waiting time is around 10 minutes; the red cabbage and pickled peppers served from the front satisfy you.,Derin Yilmaz,
positive,indoor_atmosphere,,Cici Tantuni,,5,It is a cheap and delicious place for students.,Kerim Durmus,
positive,taste,,Cici Tantuni,,5,Tantuni was amazing. Thank you Cici Tantuni!,Mert Tanis,
positive,taste,,Cici Tantuni,,4,The pickles that came after you placed your order were very nice. Tantuni is not bad; you can try it. But I would say it's a little oily.,Ali Sezer,
positive,outdoor_atmosphere,,Cici Tantuni,,5,Great tantuni; thanks!,Hakan Ergulec,
positive,indoor_atmosphere,,Cici Tantuni,,4,The ambiance of the place was a bit dark.,Sukru Ardic,
positive,taste,,Cici Tantuni,,5,I tried tantuni with yoghurt for the first time. The taste was perfect. I would recommend it to everyone. It reminds me of the taste of iskender.,Veli Dedeoglu,
positive,menu,,Cici Tantuni,,4,Prices are like that.,Sila Bakirci,
positive,outdoor_atmosphere,,Cici Tantuni,,4,It was very oily; but good in taste. Prices are a little higher than usual.,Deniz Bilgin,
neutral,taste,,Cici Tantuni,,3,Not bad.,Alp Tekin,
positive,indoor_atmosphere,,Bunbun Kas,,5,If you want a different taste in Kaş; they serve it by putting meat; chicken or meatballs cooked for a long time on the bun bread; you can order the drink separately with fried potatoes.,Yaren Sardic,
neutral,outdoor_atmosphere,,Bunbun Kas,,3,A fast food restaurant with very friendly staff. It didn't appeal to my taste at all. Undercooked dough and lint meat.,Burak Efendioglu,
positive,taste,,Bunbun Kas,,4,Overall it wasn't bad. It was delicious and ice cold. Mohair meat was delicious. The fries were nice. However; the bread that gives the place its name is a disappointment.,Metehan Kilic,
positive,menu,,Bunbun Kas,,5,It has a hearty menu that starts with a very sweet encounter; it was quite delicious; the pepper sauce they made is successful.,Selim Sinan,
positive,indoor_atmosphere,,Bunbun Kas,,5,There are many options on the menu and the average portion price is 50 TL. One portion is very satisfying; but if you don't like dough; you've come to the wrong address. They put the ingredients of your choice between a soft steamed bread.,Melisa Eser,
positive,outdoor_atmosphere,,Bunbun Kas,,4,I really liked the handmade basil buttermilk and lemonade. The chicken sandwich is okay; I think the chocolate one has nothing to say; it only had strawberries in it; there could be more fruit like waffles.,Ertugrul Ozcan,
positive,taste,,Bunbun Kas,,5,I can say that cleanliness; taste; warm-blooded employees were absolutely perfect.,Burak Sengun,
positive,menu,,Bunbun Kas,,5,We came to Bunbun for a snack at noon. We generally liked what we ate; including the vegan ones. We especially loved the one with beetroot. Meaty ones are nice. I really liked their fries.,Semih Donmez,
positive,taste,,Bunbun Kas,,4,They make hamburgers from bun bread and come with french fries. Quite tasty and satisfying.,Erdi Ozmen,
positive,outdoor_atmosphere,,Bunbun Kas,,5,If you come to Kaş and do not eat bunbun here; you are not considered to have come to Kaş. I would definitely recommend you to try it. Especially the ayran is wonderful.,Enes Cekic,
positive,menu,,Bunbun Kas,,4,We ordered meatballs and handmade meatballs that were baked for 6 hours. Meatballs were delicious; meat was delicious.,Okan Dolay,
positive,indoor_atmosphere,,Gulcimen Aspava,,5,Even though it was overcrowded; our orders came very quickly. Except for the künefe; all the treats were delicious. The künefe tasted oily. I recommend you to go to a very clean and relevant place.,Berna Kilic,
neutral,outdoor_atmosphere,,Gulcimen Aspava,,3,You get full like crazy in the range of 150-200 per person. It's beautiful inside. Easy to access.,Ezgi Corumlu,
positive,menu,,Gulcimen Aspava,,5,Orders that came really shockingly fast and the treats were delicious.,Taner Ozkan,
neutral,taste,,Gulcimen Aspava,,3,The treats were excellent; but I did not like the main dish; it was not fully cooked; other than that; the treats and service were very good.,Satilmis Karayalcin,
positive,indoor_atmosphere,,Gulcimen Aspava,,4,"I always go to this restourant, the treats are constantly renewed and the kebabs are good. There are sweet treats after the meal. The only problem is that it is usually very full and noisy.",Fulya Altin,
neutral,outdoor_atmosphere,,Gulcimen Aspava,,3,The treats are constantly being refreshed.. all the waiters are very interested.. The taste was not overly good.,Senal Gunalan,
positive,menu,,Gulcimen Aspava,,5,There was no delay in meals. As soon as the soup was finished; the meal arrived. The meals are quite delicious.,Ceren Acikgoz,
positive,taste,,Gulcimen Aspava,,5,As soon as you sit down; treats come to your table. Abundant; varied and constantly renewed refreshments. It is a recommendation to everyone who got full marks from us...,Volkan Kirbiyik,
positive,indoor_atmosphere,,Gulcimen Aspava,,5,Lots of quality extras and unlimited treats. After the meal; cigarettes are offered as a treat; which is very interesting.,Edward Stain,
positive,indoor_atmosphere,,Gulcimen Aspava,,5,This is the best aspava restaurant. The treats were perfect.,Deniz Kaptan,
neutral,taste,,Gulcimen Aspava,,3,Appetizers and service came quickly. The glasses are badly scratched. Especially the fries were fresh and delicious. Raw meatballs and stuffed meatballs were like mud without flavor.,Alper Altun,
positive,menu,,Nazar Cafe,,5,I recommend profiteroles and meringue; they are their own production. The entrance is suitable for the disabled. It's good that they're paying attention to this.,Cihangir Dagdeviren,
positive,indoor_atmosphere,,Nazar Cafe,,5,The best place to eat local food in Muğla. Master Fikret's food is excellent. You should definitely stop by here.,Serdar Sariguney,
positive,taste,,Nazar Cafe,,5,I went with my friends; their milk desserts were very good.,Burhan Kilic,
neutral,outdoor_atmosphere,,Nazar Cafe,,3,The cheddar pastry was very bad compared to the past. It has reached the level of a normal patisserie; it used to be better.,Ali Arslan,
positive,outdoor_atmosphere,,Nazar Cafe,,4,We went to eat dessert as a family and we were satisfied. It was a bit crowded.,Berkay Tasdeviren,
negative,taste,,Nazar Cafe,,1,It's cold and extremely bad; the price of the food is way above its quality; 46 liras for 6 meatballs; 30 minutes or more waiting time. I definitely don't recommend it.,Nalan Kavskli,
positive,outdoor_atmosphere,,Nazar Cafe,,4,Very good quality and expensive also always crowded.,Alper Kultufan,
positive,menu,,Nazar Cafe,,4,Good.,Kadir Turkoglu,
positive,indoor_atmosphere,,Nazar Cafe,,5,Everything you eat is very fresh and delicious. The back of the place is in the concept of a restaurant and the 2nd floor is in the concept of a cafe. We liked it very much.,Visam Gultekin,
positive,taste,,Nazar Cafe,,5,I ate awesome pasta; I recommend to you..,Sevgi Taran,
positive,indoor_atmosphere,,Nazar Cafe,,4,Recommend.,Gokce Sosyal,
neutral,outdoor_atmosphere,,Alsancak Firin,,3,It can be preferred for breakfast. The salt of the flakes was a little lacking; so it affects the taste; but it was not a problem.,Dogukan Kuyucak,
positive,menu,,Alsancak Firin,,4,"Bagel / crispy is tasteless; the outer crust is hard, and the tea is tasteless due to its water. Boiled egg craved but I gave up because it was peeled.",Levent Karacaoglu,
positive,taste,,Alsancak Firin,,5,Prices are very affordable; boyoz is fresh and nice. Finding breakfast items such as olives; cheese and honey in addition to Boyoz also adds to the beauty.,Cenker Goncu,
positive,indoor_atmosphere,,Alsancak Firin,,5,The most beautiful boyoz is clear here! Those who claim otherwise should reconsider their taste. I have never eaten such good boyoz in my life.,Tugce Tas,
positive,outdoor_atmosphere,,Alsancak Firin,,4,I like it a lot. Prices are reasonable. Many varieties of boyoz available.,Osman Koral,
neutral,taste,,Alsancak Firin,,3,In terms of taste; minced meat and pastrami were very good. Tahini was medium. Olive was good too.,Murat Turan,
positive,menu,,Alsancak Firin,,5,The boyoz with mozzarella was legendary; the salt taste coming from the back really makes the boyoz delicious.,Emre Sener,
positive,indoor_atmosphere,,Alsancak Firin,,5,It's a very cute oven. It opens early in the morning. Boyozes are very delicious; I loved the one with mozzarella.,Zeynep Tekin,
negative,outdoor_atmosphere,,Alsancak Firin,,2,I ate boyoz for the first time. For me; I guess I wouldn't eat it again. Frankly; it's not a taste that I will look for and miss.,Ozge Askiner,
positive,menu,,Alsancak Firin,,5,I ate a variety of boyoz for the first time and I liked it very much. The service is fast and the atmosphere is friendly. If you come to Izmir; do not pass by here.,Safa Oz,
positive,taste,,Alsancak Firin,,4,I came with recommendation and it really tasted good. It doesn't have a very different taste; so I don't think you will have a problem whether it fits your palate or not.,Elif Gursoy,
positive,indoor_atmosphere,,Sushico,,5,It was the best SushiCo restaurant I've experienced. Sushi was perfect and delicious.,Nilufer Karatas,
neutral,taste,,Sushico,,3,First of all; our orders came very quickly. Edamame came without salt; which we liked a lot. You can add your own. We ordered tuna and salmon as sashimi. I couldn't eat good sashimi in Istanbul for a long time; unfortunately this place did not pass the exam.,Cansel Elcin,
positive,outdoor_atmosphere,,Sushico,,5,Great atmosphere!,Sercan Kuzu,
positive,menu,,Sushico,,4,Service was good; transportation was easy. Prices are above average. For those who don't like the taste of raw fish; I recommend roles instead of nigiri.,Seckin Yogurtcu,
positive,indoor_atmosphere,,Sushico,,5,The food is fresh; delicious and the atmosphere is quality as always.,Noah Ksante,
positive,outdoor_atmosphere,,Sushico,,5,Pretty good sushi; attentive; friendly service..,Baran Serin,
positive,taste,,Sushico,,4,Liked.,Hikmet Beral,
positive,menu,,Sushico,,4,The flavors were good in general; the prices were a bit high.,Nesrin Ergun,
neutral,taste,,Sushico,,3,It didn't suit my taste but my wife loved it. The place was beautiful.,Fattuma Ramesy,
negative,indoor_atmosphere,,Sushico,,1,Started off well with nice duck sushi and prawn gyoza; but was given wrong meat in pad Thai so sent it back. No apologies. Ordered spring rolls; they never came.,Fethi Tekyaygil,
positive,indoor_atmosphere,,Sushico,,5,Very clean restaurant... Tasty suchi and noodles.,Alaa Makkawi,
positive,outdoor_atmosphere,,Sardalye,,4,We ordered sole fish; fried haddock; fried mussels; and sardines. Our favorite among them was sole fish. The only thing that bothered me was that the men's and women's toilets were a common and single toilet.,Esin Buyukkurkcu,
positive,taste,,Sardalye,,4,The taste really lives up to expectations. It is a business that maintains frying fish; which is essentially a fast food; in accordance with its craft. I liked.,Efecan Kobo,
positive,indoor_atmosphere,,Sardalye,,5,Delicious!,Faruk Miri,
positive,menu,,Sardalye,,5,Very cheap against portions.,Hulya Tokgoz,
negative,indoor_atmosphere,,Sardalye,,2,Our back hurt while eating; the place was clean.,Mert Kiziloz,
neutral,outdoor_atmosphere,,Sardalye,,3,Fish and bread are delicious but the place has gone back every year. Cleanliness and hygiene are almost non-existent; employees are weary and reluctant.,Mehmet Gozutok,
positive,taste,,Sardalye,,5,I think they cook very fast and delicious fish; and they have very sweet employees; I definitely recommend them. I also strongly recommend the pickle juice and sole fish.,Irmak Yuzbasioglu,
neutral,menu,,Sardalye,,3,Prices are a little bit high.,Theodora Delibasoglu,
positive,indoor_atmosphere,,Sardalye,,5,We ate our meal on the top floor; the location of the place was beautiful. The flavors and portions were good. I suggest you to eat fish bread.,Furkan Ciftci,
positive,taste,,Sardalye,,4,I went to there with my girl friend; I liked fishes but she did not like because fishes are a little bit oily.,Guney Gecer,
positive,outdoor_atmosphere,,Sardalye,,4,Portions are huge.. sardines are delicious; fish is very oily; so you have to eat bread. Therefore; the best choice is between bread.,Enes Ozturk,
negative,indoor_atmosphere,,Kumrucu Omur,,2,There are only Kumru and Kumpir options; the Kumru is not bad; it needs a little more oil; I can't say it's very tasty. The place is beautiful in terms of location; but there is a crowd; so the staff cannot keep up.,Recep Rehber,
neutral,outdoor_atmosphere,,Kumrucu Omur,,3,The material of the kumru is medium quality; the portion is small. We were 3 persons. All three of us had burnt bread.,Elif Birlik,
positive,taste,,Kumrucu Omur,,5,Excellent. I recommend.,Ece Yucel,
positive,menu,,Kumrucu Omur,,5,I ate the best dove I've ever eaten here. Everyone should come!!,Ali Marangozoglu,
positive,outdoor_atmosphere,,Kumrucu Omur,,4,"Crowded but no problem, flavor is okay.",Muhittin Keskin,
positive,outdoor_atmosphere,,Kumrucu Omur,,5,"Kumpir is delicious. Super Kumru is really good. Compared to other places, we can say that the prices are reasonable and the service quality is high. quality materials used.",Birkan Fayin,
negative,taste,,Kumrucu Omur,,2,I'm really surprised; it's a huge business; but the staff is so indifferent and bored.,Efe Eryurt,
positive,indoor_atmosphere,,Kumrucu Omur,,4,"Beautiful place; in a perfect location; clean and equipped with quality; these definitely deserve a star; but as someone who loves dove and has experienced it in every corner of Izmir (Alçatı; Bostanlı; İnciraltı; Çeşme; etc.), this ""dove"" is not the only thing that can be said.",Cagatay Avci,
neutral,menu,,Kumrucu Omur,,3,Food came a little late but that was okay. Prices were as you can see in the photo. It wasn't a bad experience.,Ozgur Bilgili,
positive,indoor_atmosphere,,Kumrucu Omur,,4,I can recommend it to those who want to eat a delicious dove in a beautiful place. Kumru's price is 45₺.,Cigdem Kiziloren,
positive,taste,,Kumrucu Omur,,5,Definitely. Texts the dove's book. The Kumpir they ordered was also excellent.,Yasemin Yilmaz,
positive,taste,,Kofteci Yusuf,,4,Bread was a bit stale and no problem except taking the order late and waiting. Meatballs are delicious as always.,Kemal Hakat,
positive,outdoor_atmosphere,,Kofteci Yusuf,,4,The order came fast. I loved the doner and chicken. It was well cooked. But orders came late.,Ali Bedir,
neutral,indoor_atmosphere,,Kofteci Yusuf,,3,The place was really dirty and the orders came late.,Mirza Kapi,
positive,menu,,Kofteci Yusuf,,4,Great service.,Furkan Cam,
positive,taste,,Kofteci Yusuf,,5,The fact that all the employees were women made me very happy; the tastes were good.,Ayse Koylu,
neutral,outdoor_atmosphere,,Kofteci Yusuf,,3,Their service was a little slow; the flavors were on point. I had breakfast; there was unlimited tea; it was a different situation that they brought the tea in a water glass.,Damla Akpinar,
positive,indoor_atmosphere,,Kofteci Yusuf,,5,Great service; attention and relevance It was nice. Everything was perfect.,Betul Artis,
positive,taste,,Kofteci Yusuf,,5,Its meatballs are beautiful. So is soup and salad too.,Sibel Bilik,
positive,menu,,Kofteci Yusuf,,4,The meat had a fabricated taste.,Ercan Ozdemir,
positive,indoor_atmosphere,,Kofteci Yusuf,,5,Kofteci Yusuf tastes the same everywhere. employees are constantly running towards somewhere; it is very difficult to catch and order.,Yusuf Celebi,
positive,taste,,Kofteci Yusuf,,5,We told the staff a very modest breakfast plate; there is unlimited tea; and the breakfast was really good. There was everything up to 4 kinds of cheese and it only cost 54 liras.,Nurullah Cinar,
positive,outdoor_atmosphere,,Bogazkoy Restaurant,,5,Nice atmosphere; pleasant place. The employees are young; smiling and fast. The breakfast is very nice. Souffles are A-MA-ZING!,Gokce Mazicioglu,
positive,menu,,Bogazkoy Restaurant,,5,They do sushi every thursday and I missed so it was a little sad to miss it. Other than that; the food was good.,Metin Kurt,
positive,taste,,Bogazkoy Restaurant,,5,Definitely the best soufflé I've had in a long time. I am satisfied; I recommend.,Kadir Yurtlu,
positive,indoor_atmosphere,,Bogazkoy Restaurant,,4,Asian salmon pastas and salad varieties are very successful. They have not neglected to share the secret of their taste.,Nafican Tatlici,
neutral,outdoor_atmosphere,,Bogazkoy Restaurant,,3,Not bad.,Mehmet Karahanli,
positive,indoor_atmosphere,,Bogazkoy Restaurant,,5,Souffle heaven has a wonderful variety of flavors; I highly recommend it.,Zeynep Hulusi,
neutral,indoor_atmosphere,,Bogazkoy Restaurant,,3,The waiters were understanding; but the food came cold and late.,Zafer Nahhas,
positive,menu,,Bogazkoy Restaurant,,4,I tried Antep taco; I liked.,Yusuf Arslan,
positive,taste,,Bogazkoy Restaurant,,5,The prices are the same as the market; but the staff and service quality are better than others; their special tastes are definitely recommended.,Cemil Erdogan,
neutral,indoor_atmosphere,,Bogazkoy Restaurant,,3,Not very special Gaziantep dishes; but you can find a comfortable and serene atmosphere in Antep. One of the places that can be stylish for the evening.,Zeliha Gul,
negative,menu,,Bogazkoy Restaurant,,1,Taco; on the other hand; was no different than a vegetable wrap wrapped in lavash. It was a decent experience.,Feyza Topal,
positive,menu,,Nesh,,5,The staff is very fast; the waffles are great; I definitely recommend it.,Akin Hoca,
positive,taste,,Nesh,,4,The waffle was very successful; especially the dough was very delicious. The ice cream they use with such a nice waffle is of very poor quality. The only negative thing is that the employees are constantly checking to see if the food is finished.,Fatma Bolat,
positive,indoor_atmosphere,,Nesh,,4,Although they are actually a place that makes waffles; their burgers are delicious and they have a lot of options.,Mustafa Ay,
positive,outdoor_atmosphere,,Nesh,,5,It had very good service. It was also nice to have a lot of choices in waffles.,Kaya Dagli,
neutral,taste,,Nesh,,3,You can add the product you want to the waffle or hamburger with your own choice. You're kind of the chief.,Kumsal Maral,
positive,indoor_atmosphere,,Nesh,,5,Waffles were delicious and their tea was fresh. It wasn't insane for the price. I'm thinking of coming again.,Leyla Bayindir,
positive,menu,,Nesh,,5,Everything was very good; the waffles were very tasty; the employees were very concerned and smiling. It is recommended.,Melisa Isbilir,
positive,outdoor_atmosphere,,Nesh,,4,It's a great place with everything; it's a very good place whether it's about food or interest; it's a very nice place for waffles.,Metehan Ak,
positive,indoor_atmosphere,,Nesh,,5,I can say that it is the only cafe in Samsun where you can eat waffle dessert properly. You can go without thinking.,Ahmey Kaya,
positive,taste,,Nesh,,5,"Good waffles, we liked it.",Ece Dincer,
negative,outdoor_atmosphere,,Nesh,,2,I ate better waffle's in past.,Derya Al,
positive,taste,,Flash,,4,It was the most delicious adana kebab I ate in Alanya. The prices were also normal. The only thing missing was the salad.,Hilal Kaya,
positive,indoor_atmosphere,,Flash,,5,Renovated is pretty good. There is nothing to say about the food and the soups. Especially the lahmacun was perfect.,Resul Diri,
negative,menu,,Flash,,1,don't accidentally break a glass or plate; they add 20 lira to your account unannounced.,Behcet Cengiz,
positive,outdoor_atmosphere,,Flash,,4,Location of the restourant was good; easy to access.,Sinem Acem,
positive,outdoor_atmosphere,,Flash,,5,Everything is very good; thank you for your efforts; the meats and dishes in the newly added a la carte menus are legendary; I definitely recommend it.,Mert Alyuz,
positive,indoor_atmosphere,,Flash,,5,smiling employees..,Ziya Bakir,
neutral,taste,,Flash,,3,Good place to eat. However; the staff work poorly: They can easily forget to bring some dishes or add seasonings; even though they previously admitted to the contrary.,Grigory Laputin,
neutral,outdoor_atmosphere,,Flash,,3,Not the best; but not bad.,Selin Siyah,
neutral,indoor_atmosphere,,Flash,,3,Quite unpolite service; but the meal was good. The salad with the vinegar was extremely good.,Adem Kirsi,
